id,short_name,country,sector,confidence_tier,weighted_total,speed_to_contract,strategic_moat,defensibility,capital_access,russian_cis_fit,target_person_id,target_person_name,target_person_role,target_person_linkedin,target_person_priority_tier,operational_counterpart_id,operational_counterpart_name,lead_institution_id,lead_institution,decree_id,decree_number,decree_title_en,donor_program_id,donor,donor_program_name,ttl_pm_name,precedent_case_id,precedent_case,precedent_country,procurement_pathway,estimated_initial_contract_usd,estimated_3yr_revenue_usd,pitch_hook,next_30_day_actions,verification
KG-INI-027,Anti-Corruption AI Monitoring (Prosecutor),KG,Justice & Rule of Law,C,6.6,6,7,7,6,8,kg-moj-head,Aida Salyanoba,Minister of Justice of the Kyrgyz Republic,,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-PROSECUTOR,Prosecutor General's Office of the Kyrgyz Republic,KG-LAW-2025-178-DIGITAL-CODE,178,Digital Code of the Kyrgyz Republic,UNDP-KG-DIGITAL-TRANSFORM,UNDP,Advancing Digital Transformation in Kyrgyzstan,[TTL_NOT_FOUND] UNDP Kyrgyzstan Digital Programme Manager (vacancy posted jobs.undp.org post 110741 IPSA-11). UNDP Resident Representative is the country head.,case-kz-antikorruption-ai,Kazakhstan Anti-Corruption Agency AI Monitoring System,Kazakhstan,donor_program,700000,3500000,Anti-corruption is political priority. KZ Antikorruption AI proves the architecture. UNDP funds. Russian-Kyrgyz bilingual sntz.ai stack.,Brief UNDP-KG-DIGITAL-TRANSFORM PIU. | LinkedIn message to kg-moj-head. | Build investigator console MVR. | Reach out to Prosecutor's IT.,L2_VERIFIED
KG-INI-028,Digital Driver License Platform,KG,Transport & Urban,C,6.5,6,6,7,7,8,kg-grs-head,Bakyt Kalmatov,"Director, State Registration Service (GRS) of the Kyrgyz Republic",,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GRS,State Registration Service of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-kz-dda-etransport,Kazakhstan Digital Driver's Licence & e-Inspection,Kazakhstan,tender,800000,4000000,KZ DDA proves the pattern. Tunduk integration backbone. Russian-Kyrgyz bilingual sntz.ai stack.,LinkedIn message to kg-grs-head (Bakyt Kalmatov). | Brief WB Digital CASA on integration. | Build mobile DL demo. | Coordinate with KG-INI-003 Tunduk team.,L2_VERIFIED
KG-INI-031,AI School Programme (NIS-Style),KG,Education,C,6.8,7,6,7,7,7,kg-mineduc-head,Dogdurbu Kenzhematova,Minister of Education and Science of the Kyrgyz Republic,,1,kg-auca-rector,Andrew Wachtel,KG-MINEDUC,Ministry of Education and Science of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-kz-ai-school,Kazakhstan AI in Schools National Programme (NIS),Kazakhstan,donor_program,600000,3000000,NIS Kazakhstan proves AI school programme. AKDN funds. Russian-Kyrgyz bilingual sntz.ai stack.,Brief AKDN-KG-DIGITAL-SCHOOLS2030 PIU. | LinkedIn message to kg-mineduc-head. | Schedule meeting with AUCA rector. | Build Kyrgyz coding tool demo.,L2_VERIFIED
KG-INI-035,AI Health Insurance & Social Fund,KG,Health,C,6.65,6,6,7,7,8,kg-minsoc-head,Gulnara Baatyrbekova,Minister of Labor and Social Protection of the Kyrgyz Republic,,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-SOCIAL-FUND,Social Fund of the Kyrgyz Republic,KG-LAW-2008-058,58,On Personal Information,WB-KG-IDENTITY-P155198,WorldBank,Kyrgyz Republic: Identity and Targeting for Social Protection Project,[TTL_NOT_FOUND] Search path: projects.worldbank.org P155198 ISR reports.,case-kz-ehealth-epsd,Kazakhstan EPSD Electronic Health Record System,Kazakhstan,donor_program,600000,3500000,KZ EPSD proves architecture. WB P155198 funds. Russian-Kyrgyz bilingual sntz.ai stack.,Brief WB PIU on social fund AI. | LinkedIn message to kg-minsoc-head. | Build officer console demo. | Coordinate with KG-INI-004 EHR team.,L2_VERIFIED
KG-INI-036,AI Mining/Critical Minerals Exploration KG,KG,Environment & Climate,C,6.2,5,6,7,7,7,kg-mineco-head,Daniyar Amanaliev,Minister of Economy and Commerce of the Kyrgyz Republic,,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINENERGY,Ministry of Energy of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EBRD-KG-SME-DIGITAL,EBRD,EBRD Kyrgyz Republic Country Strategy 2024-2029 — MSME and Digital Economy,[TTL_NOT_FOUND] EBRD Kyrgyzstan Principal Banker. Search path: ebrd.com/where-we-are/kyrgyz-republic.,case-kz-digital-mining,Kazakhstan AI for Critical Minerals Exploration (Kazakhmys/Altyntau),Kazakhstan,ppp,800000,4500000,KZ digital mining proves architecture. KG critical minerals strategic. Russian-Kyrgyz bilingual sntz.ai stack.,LinkedIn message to MinEnergy head. | Brief EBRD on mining AI. | Build exploration AI demo. | Reach out to Mining SOE.,L2_VERIFIED
KG-INI-037,Bishkek Smart City Platform,KG,Transport & Urban,C,6.45,6,6,7,7,7,kg-bishkek-smart-city-head,Emil Bakytbekov,"Head of Digital Services Department, Bishkek City Administration",https://www.linkedin.com/in/emil-bakytbekov,2,kg-udp-digital-head,Adilbek Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-kz-smart-city-nur,Kazakhstan Nur-Sultan (Astana) Smart City Platform,Kazakhstan,tender,700000,4000000,Nur-Sultan smart city proves architecture. Bishkek needs unified platform. Russian-Kyrgyz bilingual sntz.ai stack.,Schedule meeting with kg-bishkek-smart-city-head. | Coordinate with KG-INI-013/022 teams. | Brief EU C4CA PIU. | Build smart-city demo.,L2_VERIFIED
KG-INI-038,Osh City Digital Services Platform,KG,Public Administration & e-Government,C,6.05,5,6,7,6,7,kg-osh-akimat-head,Bakhodir Iminov,"Mayor (Akim) of Osh City, Kyrgyz Republic",,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-al-ealbania,e-Albania Rapid Digital Transformation,Albania,tender,500000,2500000,e-Albania proves rapid city digital transformation. Osh needs parallel platform. Russian-Kyrgyz-Uzbek trilingual sntz.ai stack.,LinkedIn message to kg-osh-akimat-head. | Brief WB Digital CASA on Osh digital. | Build trilingual portal demo. | Coordinate with KG-INI-001 TOR initiative.,L2_VERIFIED
KG-INI-041,AI Renewable Energy Forecasting (KG),KG,Energy,C,6.4,6,6,7,7,7,kg-mineco-head,Daniyar Amanaliev,Minister of Economy and Commerce of the Kyrgyz Republic,,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINENERGY,Ministry of Energy of the Kyrgyz Republic,KG-UP-2025-350-ECONOMY,350,On Measures to Support Certain Economic Sectors,EFSD-KG-STABILIZATION,EFSD,Eurasian Fund for Stabilization and Development — Kyrgyzstan Digital Infrastructure Component,[TTL_NOT_FOUND] EFSD Director General. Russian-led governance means low public transparency. Search path: efsd.info for KG country programs.,case-kz-renewable-ai,Kazakhstan Renewable Energy AI Forecasting (KEGOC-KOREM),Kazakhstan,tender,600000,3000000,KZ KEGOC-KOREM proves architecture. KG hydro + renewables strategic. Russian-Kyrgyz bilingual sntz.ai stack.,Brief EFSD on renewable AI. | LinkedIn message to MoEnergy head. | Build forecasting demo. | Coordinate with KG-INI-019 hydropower initiative.,L2_VERIFIED
KG-INI-046,AI Pension Fund Modernization,KG,Labor & Migration,C,6.65,6,6,7,7,8,kg-minsoc-head,Gulnara Baatyrbekova,Minister of Labor and Social Protection of the Kyrgyz Republic,,1,kg-minsoc-piu-head,Aziz Dzhaksybekov,KG-SOCIAL-FUND,Social Fund of the Kyrgyz Republic,KG-LAW-2008-058,58,On Personal Information,WB-KG-IDENTITY-P155198,WorldBank,Kyrgyz Republic: Identity and Targeting for Social Protection Project,[TTL_NOT_FOUND] Search path: projects.worldbank.org P155198 ISR reports.,case-kz-smart-social,Kazakhstan Digital Social Protection — e-Otinish Social Registry,Kazakhstan,donor_program,500000,2800000,KZ e-Otinish proves pattern. WB P155198 funds. Russian-Kyrgyz bilingual sntz.ai stack.,Brief WB PIU. | LinkedIn message to kg-minsoc-head. | Build pensioner app demo. | Coordinate with KG-INI-010 social-protection.,L2_VERIFIED
KG-INI-047,AI Climate Adaptation Platform (Cross-Sector),KG,Environment & Climate,C,6.45,5,7,7,7,7,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-rw-vision2050-digital,Rwanda Vision 2050 AI National Strategy,Rwanda,donor_program,600000,3000000,Rwanda Vision 2050 proves integrated national strategy. KG climate stack needs cross-sector integration. Russian-Kyrgyz bilingual sntz.ai platform.,Coordinate with KG-INI-007/022/026 teams. | Brief EU C4CA on climate platform. | Build dashboard MVR. | Reach out to CAIAG.,L2_VERIFIED
KG-INI-048,Inter-Agency Workflow Automation,KG,Public Administration & e-Government,C,6.65,6,6,7,7,8,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-CABINET-2020-526-EDMS,526,On Approval of the Automated Information System 'State Electronic Document Management System',KOICA-KG-DIGCAP,KOICA,Capacity Building of National Informatization for Digital Transformation in the Kyrgyz Republic,[TTL_NOT_FOUND] KOICA Bishkek. Search path: donors.kg + KOICA annual report.,case-jp-digital-agency,Japan Digital Agency — Post-COVID Government Digitalisation Sprint,Japan,tender,700000,3800000,Japan Digital Agency sprint proves rapid automation. KG EDMS Cabinet 526 frame is regulatory anchor. Russian-Kyrgyz bilingual sntz.ai stack.,Brief KOICA capacity-building. | LinkedIn message to UDP head. | Build workflow automation demo. | Coordinate with KG-INI-001 TOR.,L2_VERIFIED
KG-INI-049,AI Stablecoin (KGST) Compliance Platform,KG,Finance & Fiscal,C,6.7,6,7,7,6,8,kg-nbkr-head,Melis Turganbekov,"Chairman, National Bank of the Kyrgyz Republic (NBKR)",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-NBKR,National Bank of the Kyrgyz Republic (NBKR),KG-LAW-2022-012-VIRTUAL,12,On Virtual Assets,EBRD-KG-SME-DIGITAL,EBRD,EBRD Kyrgyz Republic Country Strategy 2024-2029 — MSME and Digital Economy,[TTL_NOT_FOUND] EBRD Kyrgyzstan Principal Banker. Search path: ebrd.com/where-we-are/kyrgyz-republic.,case-sg-cbdc-project-ubin,Singapore Project Ubin CBDC / Digital SGD,Singapore,tender,500000,2500000,Singapore Ubin proves regulatory pattern. KGST emerging. Russian-Kyrgyz bilingual sntz.ai stack on NBKR-aligned compliance.,Brief NBKR FSA on stablecoin compliance. | Coordinate with KG-INI-002 CBDC team. | Build officer console demo. | Reach out to EBRD-KG-SME-DIGITAL.,L2_VERIFIED
KG-INI-050,AI Cross-Border Citizen Services (CIS Recognition),KG,Cross-cutting,C,6.8,5,7,7,7,9,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-aieb-head,Aisha Mamytova,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EDB-BOTH-DIGITAL-INITIATIVES,EDB,EDB Fund for Digital Initiatives — Uzbekistan and Kyrgyzstan Digital Integration,"Tigran Sargsyan (EDB Vice Chairman, Management Board — presents FDI projects publicly; not TTL per se but senior sponsor)",case-est-eresidency,Estonia e-Residency — Digital Governance Export Programme,Estonia,donor_program,600000,3500000,Estonia eResidency proves cross-border citizen services. KG 700K diaspora in RU/KZ. EDB funds regional digital integration. Russian-Kyrgyz bilingual sntz.ai stack.,Brief EDB-BOTH-DIGITAL-INITIATIVES on diaspora services. | LinkedIn message to AIEB head. | Build diaspora app MVR. | Coordinate with KG-INI-018 migration team.,L2_VERIFIED
INI-027,AI Tourism Platform (Samarkand-Bukhara),UZ,Tourism & Culture,B,6.15,6,6,6,6,7,uz-mintsifry-dep3,Komiljon Turdiyev,"Deputy Minister of Digital Technologies (AI & Innovation), Republic of Uzbekistan",,2,uz-mintsifry-dep1,Sarvar Komilov,UZ-MINTOURISM,Ministry of Tourism and Cultural Heritage of the Republic of Uzbekistan,UZ-UP-2023-158,УП-158,On the 'Uzbekistan — 2030' Strategy,JICA-UZ-DIGITAL-INNOVATION,JICA,JICA Uzbekistan Digital Technology and Innovation Cooperation (Uzbek-Japanese Youth Innovation Center + Technical Cooperation),[TTL_NOT_FOUND] JICA Uzbekistan Office Representative (Tashkent). Search path: jica.go.jp/uzbekistan/english/.,case-uz-etravel-silk-road,Uzbekistan eTravelUzbekistan Digital Tourism Platform,Uzbekistan,tender,1800000,7000000,UZ tourism is rebounding to 8M+ visitors. UAE Louvre Abu Dhabi proves AI cultural-tourism. We deliver multilingual AI on UzCloud.,Schedule MinTourism digital meeting. | Reach out to JICA TTL. | Pre-position via Samarkand SCO summit if scheduled. | Engage UAE Louvre tech reference.,L2_VERIFIED
INI-029,AI Air-Quality Tashkent,UZ,Environment & Climate,B,6.15,6,6,6,6,7,uz-tashkent-city-head,Shavkat Umurzakov,Mayor (Khokim) of Tashkent City,,3,uz-mintsifry-dep2,Asilbek Nasimov,UZ-MINTRANSPORT,Ministry of Transport of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-cn-hangzhou-city-brain,Hangzhou City Brain AI Traffic Management,China,ppp,1200000,4500000,Tashkent winter air-quality is health crisis. EU C4CA $21.6M envelope authorizes. We deliver Russian-Uzbek bilingual air-quality AI on UzCloud.,Schedule Tashkent akimat meeting. | Reach out to EU-BOTH-C4CA TTL. | Sensor network procurement strategy. | Cross-link INI-018.,L2_VERIFIED
INI-042,Diaspora Bridge Advisory Network,UZ,AI Infrastructure (Enabling Layer),C,5.95,5,7,6,5,7,uz-firdavs-abdullayev,Firdavs Abdullayev,"CEO, IT Park Uzbekistan",https://www.linkedin.com/in/firdavs-abdullayev,1,uz-uzdigital-ai-center-head,Dostonbek Toshmatov,UZ-IT-PARK,IT Park Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,UNDP-UZ-DIGITAL-PUBADMIN,UNDP,Public Administration Reforms and Digital Transformation (Uzbekistan) — completed phase; follow-on active,[TTL_NOT_FOUND] UNDP Uzbekistan Digital Programme Manager. Search path: jobs.undp.org UNDP-UZ digital programme manager vacancy post.,case-rw-irembo,Rwanda Irembo Digital Government Platform,Rwanda,direct,800000,3500000,Rwanda Irembo diaspora network catalyzed Vision 2050 AI strategy. UZ AI economy needs same. We formalize Stanford/Google/MIT/AWS bridge.,"Diaspora outreach (Tursunov, Toshmatov, Yakubov, Rakhimova). | IT Park engagement. | AI Center co-design. | UNDP TTL alignment.",INFERRED
INI-048,AI Education Platform (UZ Higher Ed Career Hub),UZ,Education,C,5.85,6,5,6,6,7,uz-kongratbay-sharipov,Kongratbay Sharipov,"Minister of Higher Education, Science and Innovations of the Republic of Uzbekistan",,1,uz-firdavs-abdullayev,Firdavs Abdullayev,UZ-MOHESI,"Ministry of Higher Education, Science and Innovations of the Republic of Uzbekistan",UZ-PP-2024-051,ПП-51,On Additional Support Measures for Training Qualified Specialists in Digitalization,KOICA-UZ-IT-EDU,KOICA,Enhancing Youth Employment and Entrepreneurship through Improving IT Education Ecosystem in Uzbekistan,[TTL_NOT_FOUND] KOICA Uzbekistan Office (Tashkent) — Country Director. Search path: koica.go.kr/sites/uzb_en/index.do.,case-kz-bilimland,Bilim Land EdTech Platform (Kazakhstan),Kazakhstan,tender,1200000,4500000,PP-2024-051 + UP-2024-095 commit UZ to digital workforce. KOICA-UZ-IT-EDU $14M envelope. We deliver bilingual career-hub AI.,MoHESI meeting. | IT Park dialogue. | KOICA TTL. | Cross-link INI-011.,INFERRED
INI-049,AI Postal & Delivery (Uzposta),UZ,Transport & Urban,C,5.55,5,5,6,5,7,uz-uzposta-ceo,Asilbek Tashkentov,"CEO, Uzposta (State Postal Service — digital transformation mandate)",,3,uz-mintsifry-dep2,Asilbek Nasimov,UZ-UZPOSTA,,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,JICA-UZ-DIGITAL-INNOVATION,JICA,JICA Uzbekistan Digital Technology and Innovation Cooperation (Uzbek-Japanese Youth Innovation Center + Technical Cooperation),[TTL_NOT_FOUND] JICA Uzbekistan Office Representative (Tashkent). Search path: jica.go.jp/uzbekistan/english/.,case-br-pix,Brazil Pix Instant Payment System,Brazil,ppp,1500000,5500000,Uzposta digital transformation under PP-358. JICA Digital envelope. We deliver bilingual logistics AI.,Uzposta CEO meeting. | JICA TTL. | Cross-link INI-016. | Tashkent pilot.,INFERRED
INI-050,AI National Statistics (UZ Goskomstat),UZ,Public Administration & e-Government,C,5.85,5,6,6,5,8,uz-goskomstat-head,Botir Yusupov,"Chairman, State Committee on Statistics of the Republic of Uzbekistan (GosKomStat)",,1,uz-mintsifry-dep1,Sarvar Komilov,UZ-MOEF,Ministry of Economy and Finance of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,UNDP-UZ-DIGITAL-PUBADMIN,UNDP,Public Administration Reforms and Digital Transformation (Uzbekistan) — completed phase; follow-on active,[TTL_NOT_FOUND] UNDP Uzbekistan Digital Programme Manager. Search path: jobs.undp.org UNDP-UZ digital programme manager vacancy post.,case-est-eresidency,Estonia e-Residency — Digital Governance Export Programme,Estonia,direct,1500000,5500000,Goskomstat needs AI quality + predictive layer. PP-358 authorizes. UNDP envelope.,Goskomstat meeting. | UNDP TTL. | Cross-link INI-022. | Citizen dashboard prototype.,INFERRED
KG-INI-029,AI Civil Servant Training (eGA Twinning),KG,Education,C,6.65,7,6,6,7,8,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-presidential-digital-dept-dep,Timur Koichubaev,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EGA-KG-TWINNING,EU,e-Governance Academy (EGA) Twinning — Support to Digitalisation Agenda in Kyrgyzstan,"Tõnis Mäe (e-Governance Academy, Project Manager — completed project; EGA active in C4CA follow-on)",case-sa-sdaia-ai-edu,Saudi Arabia SDAIA National AI Capability Building Programme,Saudi Arabia,donor_program,500000,2500000,Saudi SDAIA proves national AI capability. EGA twinning funds. Russian-Kyrgyz bilingual curriculum.,Brief EGA twinning on AI curriculum. | LinkedIn message to kg-udp-digital-head. | Build training portal MVR. | Reach out to civil service academy.,L2_VERIFIED
KG-INI-032,Diaspora Bridge Advisor Network (KG),KG,Cross-cutting,C,5.95,5,7,6,5,7,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-aieb-head,Aisha Mamytova,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-KG-SDC-GOVERNANCE,SDC,Switzerland Cooperation Programme Central Asia 2022-2025 — Governance and Public Finance Component (Kyrgyzstan),"[TTL_NOT_FOUND] SDC Kyrgyzstan resident coordinator. CHF 85.3M total programme 2022-2025 for KG, TJ, UZ combined; approximately CHF 40M SECO. Search path: deza.eda.admin.ch KG projects.",case-est-eresidency,Estonia e-Residency — Digital Governance Export Programme,Estonia,direct,300000,2000000,Estonia eResidency proves diaspora-bridge model. KG diaspora is structural advantage. Russian-Kyrgyz-English bilingual+ network.,LinkedIn message to Talant Sultanov. | Brief AIEB head on diaspora network. | Schedule meeting with AUCA rector. | Build advisor registry MVR.,L2_VERIFIED
KG-INI-033,KG Postal & Delivery AI,KG,Transport & Urban,C,5.8,5,6,6,6,7,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-in-fastag-national-tolls,India FASTag National Electronic Toll Collection,India,tender,400000,2200000,Postal modernization is Tunduk-adjacent. Russian-Kyrgyz bilingual sntz.ai stack.,Brief WB Digital CASA on postal AI. | LinkedIn message to UDP head. | Build tracking app demo. | Reach out to Kyrgyz Post.,L2_VERIFIED
KG-INI-034,KG National Statistics AI,KG,Public Administration & e-Government,C,5.8,5,6,6,6,7,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-NATIONAL-STATCOM,National Statistics Committee of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-OPEN-DATA-P160933,WorldBank,Implementing Open Data Action Plan in the Kyrgyz Republic,[TTL_NOT_FOUND] Small TA project. Search path: projects.worldbank.org P160933.,case-id-indonesia-satu-data,Indonesia Satu Data Indonesia Open Data Platform,Indonesia,donor_program,400000,2000000,Indonesia Satu Data proves the architecture. WB funds. Russian-Kyrgyz bilingual sntz.ai stack.,Brief WB Digital CASA on stats AI. | LinkedIn message to UDP head. | Build stats dashboard demo. | Reach out to NSC IT.,L2_VERIFIED
KG-INI-039,AI Open Government Anti-Corruption (UNDP),KG,Justice & Rule of Law,C,6.05,6,6,6,6,7,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UNDP-PIU-GOVERNANCE,UNDP Open Government / Anti-Corruption Digital PIU (Kyrgyz Republic),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,UNDP-KG-DIGITAL-TRANSFORM,UNDP,Advancing Digital Transformation in Kyrgyzstan,[TTL_NOT_FOUND] UNDP Kyrgyzstan Digital Programme Manager (vacancy posted jobs.undp.org post 110741 IPSA-11). UNDP Resident Representative is the country head.,case-id-indonesia-satu-data,Indonesia Satu Data Indonesia Open Data Platform,Indonesia,donor_program,400000,2200000,Indonesia Satu Data proves open-gov AI. UNDP funds. Russian-Kyrgyz bilingual sntz.ai stack.,Brief UNDP-KG-PIU-GOVERNANCE on AI architecture. | Coordinate with KG-INI-027 anti-corruption. | Build citizen portal MVR. | Reach out to AUCA.,L2_VERIFIED
